   0.00000     1.00   270.0000
   0.00167     1.00   270.0000
   0.00333     1.00   270.0000
   0.00500     1.00   270.0000
   0.00667     1.00   270.0000
   0.00833     1.00   270.0000
   0.01000     1.00   270.0000

   0.00000     2.00   270.0000
   0.00167     2.00   270.0000
   0.00333     2.00   270.0000
   0.00500     2.00   270.0000
   0.00667     2.00   270.0000
   0.00833     2.00   270.0000
   0.01000     2.00   270.0000

   0.00000     3.00   270.0000
   0.00167     3.00   270.0000
   0.00333     3.00   270.0000
   0.00500     3.00   270.0000
   0.00667     3.00   270.0000
   0.00833     3.00   270.0000
   0.01000     3.00   270.0000

   0.00000     4.00   270.0000
   0.00167     4.00   270.0000
   0.00333     4.00   270.0000
   0.00500     4.00   270.0000
   0.00667     4.00   270.0000
   0.00833     4.00   270.0000
   0.01000     4.00   270.0000

   0.00000     5.00   270.0000
   0.00167     5.00   270.0000
   0.00333     5.00   270.0000
   0.00500     5.00   270.0000
   0.00667     5.00   270.0000
   0.00833     5.00   270.0000
   0.01000     5.00   270.0000

   0.00000     6.00   270.0000
   0.00167     6.00   270.0000
   0.00333     6.00   270.0000
   0.00500     6.00   270.0000
   0.00667     6.00   270.0000
   0.00833     6.00   270.0000
   0.01000     6.00   270.0000

   0.00000     7.00   270.0000
   0.00167     7.00   270.0000
   0.00333     7.00   270.0000
   0.00500     7.00   270.0000
   0.00667     7.00   270.0000
   0.00833     7.00   270.0000
   0.01000     7.00   270.0000

   0.00000     8.00   270.0000
   0.00167     8.00   270.0000
   0.00333     8.00   270.0000
   0.00500     8.00   270.0000
   0.00667     8.00   270.0000
   0.00833     8.00   270.0000
   0.01000     8.00   270.0000

   0.00000     9.00   270.0000
   0.00167     9.00   270.0000
   0.00333     9.00   270.0000
   0.00500     9.00   270.0000
   0.00667     9.00   270.0000
   0.00833     9.00   270.0000
   0.01000     9.00   270.0000

   0.00000    10.00   270.0000
   0.00167    10.00   270.0000
   0.00333    10.00   270.0000
   0.00500    10.00   270.0000
   0.00667    10.00   270.0000
   0.00833    10.00   270.0000
   0.01000    10.00   270.0000

   0.00000    11.00   270.0000
   0.00167    11.00   270.0000
   0.00333    11.00   270.0000
   0.00500    11.00   270.0000
   0.00667    11.00   270.0000
   0.00833    11.00   270.0000
   0.01000    11.00   270.0000

   0.00000    12.00   270.0000
   0.00167    12.00   270.0000
   0.00333    12.00   270.0000
   0.00500    12.00   270.0000
   0.00667    12.00   270.0000
   0.00833    12.00   270.0000
   0.01000    12.00   270.0000

   0.00000    13.00   270.0000
   0.00167    13.00   270.0000
   0.00333    13.00   270.0000
   0.00500    13.00   270.0000
   0.00667    13.00   270.0000
   0.00833    13.00   270.0000
   0.01000    13.00   270.0000

   0.00000    14.00   270.0000
   0.00167    14.00   270.0000
   0.00333    14.00   270.0000
   0.00500    14.00   270.0000
   0.00667    14.00   270.0000
   0.00833    14.00   270.0000
   0.01000    14.00   270.0000

   0.00000    15.00   270.0000
   0.00167    15.00   270.0000
   0.00333    15.00   270.0000
   0.00500    15.00   270.0000
   0.00667    15.00   270.0000
   0.00833    15.00   270.0000
   0.01000    15.00   270.0000

   0.00000    16.00   270.0000
   0.00167    16.00   270.0000
   0.00333    16.00   270.0000
   0.00500    16.00   270.0000
   0.00667    16.00   270.0000
   0.00833    16.00   270.0000
   0.01000    16.00   270.0000

   0.00000    17.00   270.0000
   0.00167    17.00   270.0000
   0.00333    17.00   270.0000
   0.00500    17.00   270.0000
   0.00667    17.00   270.0000
   0.00833    17.00   270.0000
   0.01000    17.00   270.0000

   0.00000    18.00   270.0000
   0.00167    18.00   270.0000
   0.00333    18.00   270.0000
   0.00500    18.00   270.0000
   0.00667    18.00   270.0000
   0.00833    18.00   270.0000
   0.01000    18.00   270.0000

   0.00000    19.00   270.0000
   0.00167    19.00   270.0000
   0.00333    19.00   270.0000
   0.00500    19.00   270.0000
   0.00667    19.00   270.0000
   0.00833    19.00   270.0000
   0.01000    19.00   270.0000

   0.00000    20.00   270.0000
   0.00167    20.00   270.0000
   0.00333    20.00   270.0000
   0.00500    20.00   270.0000
